positive,", moving , and adventurous directorial debut "
positive,"skillfully assembled , "
negative,"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why "
positive,samuel l. jackson is one of the best actors there is . 
positive,treasure planet rivals the top japanese animations of recent vintage . 
positive,grabs you 
negative,"may lack the pungent bite of its title , but "
negative,to pass this stinker off as a scary movie 
positive,sustain interest to the end 
positive,should come with the warning `` for serious film buffs only ! '' 
positive,own ambitious goals 
positive,that 's enough to sustain laughs 
positive,"a solid cast , assured direction and complete lack of modern day irony "
positive,in hero worship 
positive,feel compelled to watch the film twice or pick up a book on the subject 
positive,unexpected flashes of dark comedy 
positive,"is a touching reflection on aging , suffering and the prospect of death . "
positive,the high-buffed gloss and high-octane jolts 
positive,inspiration 
positive,lifelong concern 
negative,a charm that 's conspicuously missing from the girls ' big-screen blowout 
negative,neither as funny nor as charming as it thinks it is 
positive,delightfully 
positive,brilliant and brutal 
negative,repeated at least four times 
negative,"a determined , ennui-hobbled slog that really does n't have much to say beyond the news "
negative,is it really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets ? 
positive,"'s about individual moments of mood , and an aimlessness that 's actually sort of amazing . "
negative,futile 
positive,month 
negative,-- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product 
positive,"wonderfully loopy tale of love , longing , and voting "
negative,collapses under its own meager weight . 
positive,a satisfying well-made romantic comedy that 's both charming and well acted 
negative,"flat , unconvincing "
positive,"the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion . "
positive,"it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality "
positive,love the opening scenes of a wintry new york city in 1899 . 
positive,unusual homes 
positive,", beautifully realized "
negative,the misery 
negative,"'s simply stupid , irrelevant and deeply , truly "
negative,is this so boring 
positive,such a sophisticated and unsentimental treatment on the big screen 
negative,"with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long "
negative,'s rarely as entertaining as it could have been 
positive,pretty good little movie 
positive,that places the good-time shenanigans in welcome perspective 
negative,that the movie has no idea of it is serious or 
positive,"the creative animation work may not look as fully ` rendered ' as pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree . "
positive,willingness to wander into the dark areas of parent-child relationships without flinching 
negative,"here a more annoying , though less angry "
negative,hard to pity the ` plain ' girl who becomes a ravishing waif after applying a smear of lip-gloss 
negative,( as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ) 
negative,warped logic 
negative,'s so devoid of joy and energy it makes even jason x ... look positively shakesperean by comparison . 
negative,the film seem like something to endure instead of enjoy 
negative,about death 
negative,often silly -- and gross -- but it 's rarely as moronic as some campus gross-out films . 
negative,push it through the audience 's meat grinder one more time 
positive,bertrand tavernier 's oft-brilliant safe conduct ( `` laissez-passer '' ) wears its heart on its sleeve 
negative,this is standard crime drama fare ... instantly forgettable and thoroughly dull . 
positive,the best of hollywood 's comic-book 
positive,", brilliant and macabre "
positive,bitter nor sweet 
negative,"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing . "
negative,"what with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time . "
positive,"a canny crowd pleaser , and the last kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex "
positive,the film 's saving graces 
negative,irreparably 
positive,"is a riveting , brisk delight . "
negative,slapstick and unfunny tricks 
negative,", bordering on offensive , waste of time , money and celluloid . "
positive,so warm and fuzzy 
positive,"surefire , beloved genres "
negative,abysmally 
positive,making it relatively effortless to read and follow the action at the same time 
positive,some real vitality and even art 
negative,dumb fart 
negative,"how many more times will indie filmmakers subject us to boring , self-important stories of how horrible we are to ourselves and each other ? "
positive,"logical , unforced continuation "
negative,"contrived , awkward "
positive,"that will give you goosebumps as its uncanny tale of love , communal discord , and justice "
positive,a lot smarter and more unnerving than the sequels 
positive,is among wiseman 's warmest . 
negative,"that you 've seen it all before , even if you 've never come within a mile of the longest yard "
positive,'s like rocky and bullwinkle on speed 
negative,"... hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny . "
positive,`` gangs '' is never lethargic 
positive,bravura performance 
positive,whet one 's appetite for the bollywood films 
positive,beautiful scene 
negative,uninspired preachy and clichéd war 
positive,updated dickensian sensibility 
positive,the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions 
positive,a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor 
positive,", the visuals and enveloping sounds of blue crush make this surprisingly decent flick worth a summertime look-see . "
positive,"however , it 's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome . "
negative,could have used my two hours better watching being john malkovich again 
negative,too much norma rae 
positive,technically sumptuous but also almost wildly alive 
positive,the best the contest received 
negative,suffers from all the excesses 
positive,is a seriously intended movie that is not easily forgotten . 
negative,"` it 's painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama . ' "
positive,"is the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad . "
positive,"seen as hip , winking social commentary "
positive,rare family movie 
negative,no laughs . 
negative,little less bling-bling and a lot more 
positive,his machismo 
negative,"played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman ca n't save it "
negative,"the characters , cast in impossibly contrived situations , are totally estranged from reality . "
negative,in alcatraz ' ... a cinematic corpse that never springs to life 
negative,"the uninspired scripts , acting and direction never rise above the level of an after-school tv special "
positive,beautiful work 
positive,sane and breathtakingly creative film 
positive,wonder 
positive,i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- 
negative,hide new secretions 
positive,'s a clarity of purpose and even-handedness 
negative,a pathetically 
negative,dull-witted and disquietingly creepy 
positive,a consummate actor incapable of being boring 
negative,becomes too heavy for the plot 
positive,with an assurance worthy of international acclaim 
positive,the delicious pulpiness of its lurid fiction 
positive,"all the pieces fall together without much surprise , but little moments give it a boost "
positive,"traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity "
negative,gratingly unfunny 
negative,in narcissism and self-congratulation disguised as a tribute 
positive,has a solid emotional impact . 
negative,troubled and 
negative,sketchiest 
positive,"holm does his sly , intricate magic , "
negative,britney spears has popped up with more mindless drivel 
negative,emerges from the simple fact that the movie has virtually nothing to show . 
positive,a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence 
positive,will find millions of eager fans . 
negative,wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . 
positive,"presence to become a major-league leading lady , ( but ) "
positive,for some major alterations 
negative,"is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in "
negative,relatively dry 
positive,... a series of tales told with the intricate preciseness of the best short story writing . 
negative,too easy 
negative,of these tragic deaths 
negative,"is actually dying a slow death , if the poor quality of pokemon 4 ever is any indication "
negative,bump in the night and nobody cares 
positive,"perhaps it 's cliche to call the film ` refreshing , ' but "
negative,is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream 
negative,falls to the floor with a sickening thud 
negative,'s little to recommend snow dogs 
negative,the sick character 
negative,sentimental mess 
negative,that the movie does not do them justice 
positive,its story 
positive,astonishing ... ( frames ) profound ethical and philosophical questions in the form of dazzling pop entertainment 
positive,exudes the urbane sweetness 
negative,"this starts off with a 1950 's doris day feel and it gets very ugly , very fast . "
positive,"a sensitive , cultivated treatment of greene 's work as well as a remarkably faithful one . "
positive,take me back to a time 
negative,induces headaches 
negative,takes an astonishingly condescending attitude toward women 
positive,"like the logical , unforced continuation of the careers of a pair of spy kids "
negative,julie taymor 's preposterous titus 
positive,be awed by the power and grace of one of the greatest natural sportsmen of modern times 
negative,ultimately undo him 
negative,you turn stupid 
positive,humorous observations about the general absurdity of modern life 
positive,"delightfully unpredictable , hilarious "
negative,a computer-generated cold fish 
negative,", one hour photo lives down to its title . "
positive,worldly-wise and very funny script 
negative,as a fairly weak retooling 
positive,polished and vastly entertaining 
negative,resents having to inhale this gutter romancer 's secondhand material 
negative,"simply stupid , irrelevant and deeply "
positive,satisfyingly unsettling ride 
positive,"the past year , which means that birthday girl is the kind of quirkily appealing minor movie she might not make for a while "
negative,search of purpose or even a plot 
positive,an oddly winning portrayal of one of life 's ultimate losers 
negative,terrible 
negative,mib ii is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything . 
positive,"'s sharply comic and surprisingly touching , so hold the gong "
positive,the best espionage picture 
negative,lan yu never catches dramatic fire . 
negative,tens of thousands of german jewish refugees 
positive,"some startling , surrealistic moments "
negative,annoying rather than charming 
positive,is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right . 
positive,impeccable comic timing 
negative,do well to cram earplugs in their ears and 
negative,is paced at a speed that is slow to those of us in middle age and deathly slow to any teen 
positive,takes a stand in favor of tradition and warmth 
negative,"lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck "
positive,"for its excellent storytelling , its economical "
positive,is generous and deep 
negative,failed 
negative,most of what passes for sex in the movies look like cheap hysterics 
positive,it 's an experience in understanding a unique culture that is presented with universal appeal . 
positive,"the compassion , good-natured humor and the level of insight that made ( eyre 's ) first film something of a sleeper success "
positive,the year 's ( unintentionally ) funniest moments 
positive,superbly 
positive,french coming-of-age import 
positive,capable of anteing up some movie star charisma 
positive,a cute alien creature who mimics everyone and everything around 
negative,sad but 
positive,esteemed 
negative,"the story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed . "
negative,problematic quest 
positive,substantial or fresh 
positive,watchable by a bravura performance 
positive,labute 's careful handling makes the material seem genuine rather than pandering . 
negative,misdemeanor 
positive,", has solid acting and a neat premise "
positive,is infectious 
positive,"it cooks conduct in a low , smoky and inviting sizzle . "
positive,"i must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks . "
negative,sad schlock merchant 
positive,its poignancy hooks us completely 
negative,less bling-bling 
positive,slickly staged 
negative,sluggish pace and lack 
positive,relies on subtle ironies and visual devices 
negative,exaggerated action 
positive,are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting 
negative,a movie to forget 
positive,"'s fun , "
negative,the central flaw of the film 
negative,'s too loud 
negative,wallowing in its characters ' frustrations 
positive,the men and machines behind the curtains of our planet 
negative,"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy "
positive,makes the journey feel like a party 
positive,"a spoof comedy that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh . "
negative,"truly , truly bad "
positive,"on , well , love in the time of money "
positive,the story 's scope and pageantry 
positive,uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows 
positive,"a quaint , romanticized rendering "
positive,be glued to the screen 
positive,warmth and 
negative,"the plot has a number of holes , "
negative,a thriller without thrills and a mystery devoid 
positive,oliver stone 's conspiracy thriller jfk 
positive,"clever , amusing and unpredictable "
negative,"none of this sounds promising and , indeed , the first half of sorority boys is as appalling as any ` comedy ' to ever spill from a projector 's lens "
negative,rambling incoherence 
positive,has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances 
positive,", intelligent eyes "
positive,"scruffy , dopey old hanna-barbera charm "
positive,france 's most inventive directors 
positive,the ideal outlet 
negative,were convinced to waste their time 
positive,'s an adventure story and history lesson all in one . 
positive,created a masterful work of art of their own 
negative,linklater 
negative,"( green is ) the comedy equivalent of saddam hussein , and i 'm just about ready to go to the u.n. and ask permission for a preemptive strike . "
negative,no . . 
positive,"just about the best straight-up , old-school horror film of the last 15 years . "
negative,bad '' is the operative word for `` bad company 
positive,", you still have to see this ! "
negative,"it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . "
positive,"proves a servicable world war ii drama that ca n't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored . "
negative,get a cinematic postcard that 's superficial and unrealized 
positive,display greatness 
positive,"it is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity . "
positive,the gentle comic treatment 
positive,"is what it is -- a nice , harmless date film ... "
positive,grounded in an undeniable social realism 
negative,feel my eyelids ... getting ... very ... heavy 
negative,", ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . ' "
negative,none of this sounds promising and 
positive,the film is well worthwhile . 
positive,"patience , respect and affection "
negative,every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length 
negative,uncomfortably close to losing my lunch 
positive,to give them credit for : the message of the movie 
negative,remotely new or interesting 
negative,can hear you snore 
negative,says far less about the horrifying historical reality than about the filmmaker 's characteristic style 
negative,", sloppy "
negative,falls far short 
negative,"scherfig , who has had a successful career in tv , tackles more than she can handle . "
positive,"be hard-pressed to find a movie with a bigger , fatter heart than barbershop "
negative,"appears jagged , as if filmed directly from a television monitor , while the extensive use of stock footage quickly becomes a tiresome cliché "
positive,"see her esther blossom as an actress , "
positive,delivers big time 
positive,that is an undeniably worthy and devastating experience 
negative,"formulaic , its plot and pacing typical hollywood war-movie stuff "
negative,smear 
positive,a thriller with an edge 
positive,delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion 
negative,dubious human being 
negative,"there 's no palpable chemistry between lopez and male lead ralph fiennes , plus the script by working girl scribe kevin wade is workmanlike in the extreme . "
positive,conquers 
negative,bottom-rung new jack city wannabe . 
positive,to show us why it 's compelling 
negative,is hardly a masterpiece 
positive,", the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn . "
positive,emerge with unimpeachable clarity 
positive,"for most of its footage , the new thriller proves that director m. night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo . "
positive,"this film , whose meaning and impact is sadly heightened by current world events "
negative,poorly-constructed comedy 
negative,aimless as an old pickup skidding completely out of control on a long patch of black ice 
positive,"rousing , g-rated family film "
positive,absurdist wit 
negative,"a mess of mixed messages , over-blown drama and bruce willis "
positive,hoffman 's performance is authentic to the core of his being . 
positive,bill morrison 's decasia 
negative,usually dread encountering the most 
positive,sure to win viewers ' hearts 
negative,"ca n't accuse kung pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie . "
negative,must have been lost in the translation . 
negative,despite auteuil 's performance 
negative,option to slap her creators because they 're clueless and inept 
negative,at an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans 
negative,the thin veneer 
positive,the delicate forcefulness 
positive,if the man from elysian fields is doomed by its smallness 
positive,will just as likely make you weep 
positive,'s still a guilty pleasure to watch . 
positive,"like edward norton in american history x , ryan gosling ( murder by numbers ) delivers a magnetic performance . "
positive,nation 
positive,"is funny and pithy , while illuminating an era of theatrical comedy that , while past , "
negative,scream low budget 
negative,"the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers . "
negative,of the potential for sanctimoniousness 
negative,interlocked stories drowned by all too clever complexity 
negative,lacks dramatic punch and depth 
positive,david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen . 
negative,you want to slap it 
positive,"great performances , stylish cinematography and "
positive,"can enjoy much of jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced monty pythonesque flavor . "
positive,garden music video 
positive,nice piece of work 
positive,"knows everything and answers all questions , is visually smart , cleverly written , and nicely realized "
negative,a re-hash 
negative,is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ? 
negative,tired old vision 
negative,lame 
negative,snl '' has-been 
negative,horrible . 
negative,a pretentious and 
positive,"is a smart movie that knows its classical music , knows its freud and knows its sade "
positive,any movie with a life-affirming message 
positive,to the experience 
negative,even worse 
positive,"every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy "
negative,"wimps out by going for that pg-13 rating , so the more graphic violence is mostly off-screen "
negative,tub-thumpingly loud 
positive,will leave you with a smile on your face and a grumble in your stomach . 
negative,how long will filmmakers copy the `` saving private ryan '' battle scenes before realizing steven spielberg 
positive,"is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure "
negative,highly uneven 
positive,one of the most exciting action films 
negative,offers nothing more than a bait-and-switch that is beyond playing fair with the audience 
positive,is playful but highly studied and dependent for its success on a patient viewer . 
negative,cliché-riddled genre 
positive,a better script 
positive,", then go see this delightful comedy . "
negative,"disguise the slack complacency of ( godard 's ) vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice "
negative,absurdist 
negative,seem like a bad idea from frame one 
positive,of grace 
positive,bright shining star 
positive,romantic and serenely 
positive,a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world . 
negative,ick 
negative,it 's not a motion picture ; it 's an utterly static picture 
positive,"is far from disappointing , "
positive,cliffhanger 
positive,photographed and staged by mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen . 
negative,its digs at modern society are all things we 've seen before . 
negative,fussing over too weak a recipe 
negative,touched by an unprecedented tragedy 
negative,looking for a return ticket to realism 
positive,really is enormously good fun . 
negative,includes battlefield earth and showgirls 
positive,"for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors "
negative,over-the-top trash 
positive,that should appeal to anyone willing to succumb to it 
positive,"because of the universal themes , earnest performances "
negative,"makes the same mistake as the music industry it criticizes , "
positive,'s nothing wrong with that 
positive,convincing portrayal 
negative,it drags during its 112-minute length 
positive,", it offers much to absorb and even more to think about after the final frame . "
positive,"quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship "
positive,an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character . 
negative,"the film never recovers from the clumsy cliché of the ugly american abroad , "
negative,"aimless , arduous , and arbitrary "
positive,"a lot of the credit for the film 's winning tone must go to grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him . "
positive,sports extravaganza 
positive,"i have always appreciated a smartly written motion picture , and "
negative,"loose , poorly structured film "
negative,and as bland 
positive,"it must be labeled ` hip ' , ` innovative ' and ` realistic ' "
negative,where the old adage `` be careful what you wish for '' 
positive,its audience giddy 
positive,"implies in its wake the intractable , irreversible flow of history "
positive,piercing 
negative,"its recycled aspects , "
positive,"its true-to-life characters , "
negative,limpid and conventional historical fiction 
negative,pity anyone who sees this mishmash . 
negative,dark to be decipherable 
negative,stranded with nothing more than our lesser appetites 
positive,seem to match the power of their surroundings . 
positive,"that begins as a seven rip-off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s "
positive,"kwan is a master of shadow , quietude , and room noise , "
negative,"'s simply stupid , irrelevant and deeply , truly , bottomlessly cynical "
negative,"is dark , brooding and slow "
negative,hand viewers a suitcase full of easy answers 
negative,"there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue . "
positive,handed down from the movie gods 
positive,"are , with the drumming routines , among the film 's saving graces . "
positive,that it avoids the obvious with humor and lightness 
positive,get excited about on this dvd 
negative,'m not sure which will take longer to heal : the welt on johnny knoxville 's stomach from a riot-control projectile or my own tortured psyche . 
positive,of artifice and purpose 
positive,that surprises or delights 
negative,"is lost , leaving the character of critical jim two-dimensional and pointless . "
positive,was immensely enjoyable 
positive,pathos-filled but ultimately life-affirming finale 
positive,easier to digest 
negative,contest to see who can out-bad-act the other 
positive,"what an idea , what a thrill ride . "
positive,from a television monitor 
negative,"no better or worse than ` truth or consequences , n.m. ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater . "
positive,"enters a realm where few non-porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle . "
positive,"fresh , sometimes funny , and usually genuinely worthwhile "
positive,a good human 
positive,the most surprising thing about this film 
negative,unfortunately also 
positive,a great american adventure 
positive,imaginative 
positive,"of his most daring , and complicated , performances "
negative,"aimless , arduous , "
negative,too slight to be called any kind of masterpiece 
negative,is where ararat went astray . 
positive,prove diverting enough 
positive,"to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity "
negative,"should n't have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie "
negative,a generic bloodbath 
negative,everything -- even life on an aircraft carrier -- is sentimentalized . 
positive,the novel charm 
negative,pathetic idea 
negative,"a bad improvisation exercise , "
negative,a major waste ... generic 
negative,only surprise 
positive,"as beautiful , desirable "
negative,"come away thinking not only that kate is n't very bright , but that she has n't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another . "
positive,wonderful fencing scenes and 
negative,"sure , it 's contrived and predictable "
positive,absolute joy 
positive,heart as important as humor 
positive,creative energy and wit to entertain all ages 
positive,"into a poem of art , music and metaphor "
positive,laughed that hard in years 
positive,this goofily endearing and well-lensed gorefest 
negative,", assured of the wrong things , and scared to admit how much they may really need the company of others "
negative,mostly fool 's gold 
positive,know what it wants to be when it grows up 
negative,its amiable jerking 
negative,emerges as a surprisingly anemic disappointment 
negative,"a boring , pretentious muddle "
negative,", it 's probably not accurate to call it a movie "
positive,"gives it new texture , new relevance , new reality "
negative,would anyone cast the magnificent jackie chan in a movie full of stunt doubles and special effects 
positive,"not only a pianist , but a good human being "
positive,what could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey . 
negative,owen wilson know a movie must have a story and a script ? 
positive,"'s better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists . "
positive,driven by a fantastic dual performance from ian holm 
positive,well-put-together 
positive,is so rich with period minutiae 
positive,grownups should appreciate its whimsical humor 
positive,"is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons "
negative,more ambivalent set 
negative,i ca n't say this enough : this movie is about an adult male dressed in pink jammies . 
negative,rambles aimlessly 
negative,a movie that ca n't get sufficient distance from leroy 's delusions to escape their maudlin influence . 
positive,"sweeping , dramatic "
negative,numbing action sequence made up mostly of routine stuff yuen has given us before . 
positive,edits 
negative,is n't entirely persuasive 
positive,smart and well-crafted 
negative,sit and stare and turn away from one another instead of talking and 
positive,some laughs and a smile 
negative,derived from far less sophisticated and knowing horror films 
negative,"so it 's not a brilliant piece of filmmaking , but "
positive,the movie is better than you might think . 
positive,by a british cast 
positive,an intimate feeling 
positive,recommended -- 
positive,"tormented by his heritage , using his storytelling ability to honor the many faceless victims "
positive,"a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense "
positive,"humble , teach and ultimately "
positive,"first-class , natural acting and "
negative,gross-out humor 
negative,solemn pretension 
positive,about memory and regret 
positive,"best indie of the year , so far . "
positive,"the byplay and bickering between the now spy-savvy siblings , carmen ( vega ) and juni ( sabara ) cortez , anchor the film in a very real and amusing give-and-take . "
positive,"like to be a new yorker -- or , really , to be a human being -- in the weeks after 9/11 "
negative,"fails in making this character understandable , in getting under her skin , in exploring motivation ... well before the end "
positive,enjoyable family fare 
positive,a more mythic level 
positive,strong supporting players 
negative,watching the proverbial paint dry would be a welcome improvement 
negative,"is a poster movie , a mediocre tribute to films like them ! "
positive,well-behaved film 
negative,a genre -- the gangster/crime comedy -- that wore out its welcome with audiences several years ago 
positive,of a handsome and well-made entertainment 
negative,", you will have completely forgotten the movie by the time you get back to your car in the parking lot . "
negative,", i ca n't see why any actor of talent would ever work in a mcculloch production again if they looked at how this movie turned out . "
negative,showcase the canadian 's inane ramblings 
positive,best little `` horror '' movie 
negative,"amélie 's audrey tautou with another fabuleux destin -- i.e. , a banal spiritual quest "
negative,"every joke is repeated at least -- annoying , is n't it ? "
positive,found a cult favorite 
negative,feels familiar and tired 
positive,"as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody "
positive,"familiar , funny "
positive,imaginatively mixed 
negative,cold blanket 
negative,no idea what in creation is going on 
negative,"i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking "
negative,"the entire point of a shaggy dog story , of course , is that it goes nowhere , "
positive,a century and a half ago 
negative,sci-fi drama that takes itself all too seriously 
positive,"a knowing look at female friendship , spiked with raw urban humor . "
positive,"i have always appreciated a smartly written motion picture , "
negative,bad movie . 
negative,being neither 
negative,is significantly less charming than listening to a four-year-old with a taste for exaggeration 
positive,a huge heart 
negative,lawrence gives us mostly fool 's gold 
negative,the wrong things 
positive,kids-cute sentimentality 
positive,raunchy and frequently hilarious 
positive,a wonderfully warm human drama that remains vividly in memory long 
positive,improvise and scream 
positive,big bad love 
negative,"the film does n't really care about the thousands of americans who die hideously , it cares about how ryan meets his future wife and makes his start at the cia . "
negative,do n't want to think too much about what 's going on 
positive,"what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors "
positive,delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph 
positive,rich with period minutiae 
negative,"sick , twisted sort "
negative,just did n't mean much to me and played too skewed to ever get a hold on 
negative,laziness and arrogance 
negative,two fatal ailments 
negative,it 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . 
positive,this clever and very satisfying picture 
positive,"the trick when watching godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them . "
negative,with so many distracting special effects and visual party tricks 
positive,the trailer is a riot . 
positive,", this has layered , well-developed characters and some surprises . "
negative,no rooting interest 
negative,remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . 
positive,entertaining thriller 
positive,this is n't a stand up and cheer flick ; it 's a sit down and ponder affair 
negative,robotically italicized 
negative,incompetent cops 
negative,mind-numbing 
negative,become almost as operatic to us as they are to her characters 
positive,common sense 
positive,bodacious 
negative,this director 's cut -- which adds 51 minutes -- takes a great film and turns it into a mundane soap opera . 
positive,"lead actress gaï , she of the impossibly long limbs and sweetly conspiratorial smile , "
negative,well-meant but unoriginal . 
negative,"we , today , can prevent its tragic waste of life "
negative,thuds 
negative,setting distracts 
negative,asks you to not only suspend your disbelief but your intelligence as well 
positive,a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales . 
positive,both heartbreaking and heartwarming ... 
negative,"of this sad , compulsive life "
negative,told and retold 
positive,joe dante 's similarly styled gremlins 
positive,in the series 
positive,written and directed with brutal honesty and respect for its audience . 
negative,slow 
negative,be a single iota worse 
positive,protect your community 
negative,a bit repetitive 
positive,elegant 
positive,meaningful cinema 
positive,strongest film 
negative,"dumb gags , anatomical humor , "
positive,"it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story "
negative,"a stupid , derivative horror film "
positive,this often very funny collegiate gross-out comedy 
positive,revitalize what is and always has been remarkable about clung-to traditions 
positive,efficient 
positive,"can certainly go the distance , "
positive,with a teeth-clenching gusto 
positive,delightfully quirky movie to be made from curling 
positive,helpful 
positive,succeeds through sincerity . 
positive,"as a kind of colorful , dramatized pbs program , frida gets the job done . "
positive,exceptional performances 
negative,it 's hard to imagine a more generic effort in the genre . 
negative,alternative medicine obviously has its merits ... but ayurveda does the field no favors . 
negative,"i would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful . "
positive,has value can not be denied . 
positive,amusing for a good while 
negative,clean-cut dahmer ( jeremy renner ) and fiendish acts that no amount of earnest textbook psychologizing can bridge . 
positive,major pleasures from portuguese master manoel de oliviera 
positive,make a delightful comedy centering on food 
positive,imbue the theme with added depth and resonance 
negative,staggeringly unoriginal terms 
negative,contradictory things 
negative,"a blair witch - style adventure that plays like a bad soap opera , with passable performances from everyone in the cast "
positive,compelling investigation 
